social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling,personality_type_Extrovert,personality_type_Introvert
0.5206092703002393,-0.6416328844518516,1.2859977209811406,-1.592481116613393,0.49712583365330343,1.2626607209824654,-0.11508639399656224,-0.03458791027040766,0.09818595669009895,2.0605739337042906e-16,1.1376949998826182,0.8551742825427038,1.2555581110351768,-0.6421561571648035,-0.6253985938887991,1.361285651496947,0.8404692579354005,-0.7357059564556129,-0.9244696781204867,-0.3338775462165194,1.463002534436696,-0.3087423149560361,2.3334668373164145,1.4055560287869866,-0.3584375035749869,1.8918055635986584,0.9586552323428223,1.2942071079620212,0.8018058843956918,True,False
0.352363952003192,0.11086777291428923,0.6043439926784459,0.608500188611436,-0.8736217896542631,-0.6339868837985566,-0.8577814912776177,-1.6451139212992956,0.10252162862336978,-0.8500252533742217,0.08963919950144295,-0.06138866423703298,-0.19960912615615703,-0.21606515574617854,0.44152520062810463,0.3879297123775219,1.296377710092157,-0.960504837023489,-0.8196931624588072,0.29744735068093203,0.5698892557233585,-0.08643054124295702,-0.08189072892160822,-0.9604898594873804,-0.4054118752856456,-0.030146908041857174,-0.32351974193241173,-1.21241108086448,-1.7167171782261295,False,False
0.7900583604695178,0.34791060918281314,-0.6445829613402083,-0.6180377516508968,-0.3080589775004133,0.858244262795023,1.5289369735185516,-0.23165814221321912,0.6922105185744853,0.6590676841932216,-1.3778798167151887,-0.3187855885306307,0.38885940755052584,-0.21074767733565639,-0.2710965716157563,-0.5921942597406914,0.37785312534020016,-0.2442621617613356,0.1628689631263468,0.015063677875540363,1.9085408777577109,-0.31802447923233046,-1.2108373474011784,-0.7929499919638595,0.3262012633368442,0.015536020172659563,-0.36750419534915396,-0.4861437110482189,-0.2244546956823005,False,False
0.26349851489625753,-0.9451345497211927,0.19821096732025476,-1.8466974726744008,0.8367049183234486,1.7647927539550754,1.5002599095783578,1.606950424047085,1.9562699687961984,-0.436268390064098,1.8361729201221302,1.4541872930974713,0.7104917737278325,-0.6660219797405752,-1.6438720457082263,1.5727374262203972,1.8220105955203167,0.407539408487324,-0.2521135170738106,-0.6075960931332376,1.5685981018998352,-0.2893670107015472,1.494785391084362,0.5839660554472336,0.4457071750740935,-0.3544730168429745,0.08985122421829858,0.5575869170367247,-0.07508191582567152,True,False
0.024011611461252875,0.6143690276532371,-0.6482120512620066,1.8347769805645222,-2.0031693321860384,-1.6643931880907896,0.3070184735372232,0.17826724908500372,2.346426027368185,0.23844511747445737,-0.7232483532232679,-1.1643208361111121,-1.1046775653420529,-0.8862793837564704,0.8248400904486063,-0.5541325779157157,-1.4138264926445596,-0.49132287116620693,-0.7560202782205703,-0.15997357938099108,-0.8471424850639244,0.5156641861403709,-1.6354169841827235,0.6737396079694417,0.013147482033081028,-0.17956554784828005,-0.35402704720098593,0.1527261926454118,-1.492259331189258,False,True
-1.0946142663068963,0.3494480152120134,-1.1076895524594839,-0.1577055863564919,-0.5794202877496324,-1.6856237978174842,0.10510719199377895,-0.7062891807260268,-0.9562760553649797,-1.5391990336973187,-1.4041928753774144,-0.013024134725679317,-1.1008133477206923,-0.07831728575184767,2.070426150218206,-0.4623356567289075,-0.7257703873857223,-0.1572908747952402,-0.31184349964153885,-0.835743969619425,-1.4366295847721073,1.4960691568627325,-0.34939306798707603,-1.6254122901175194,-0.4318263848527377,-1.1758937639082987,-1.8273789849494746,-1.41001295772109,-0.9535198370719998,False,True
-1.608984872642221,0.8625068630783094,-0.49490205645284335,1.4836749920852363,-1.3445263943975518,-1.422237713764564,1.8420679492316208,-0.3805453982163654,-0.3826642009760668,1.3822997633637706,-1.5046389261824236,-1.3416675351690368,-1.3046286346308484,-0.22299883620400088,-0.1658280306548784,-1.133117119082865,-0.45894388429671357,0.6274874493257704,0.48906590761125235,1.2541106852856376,-0.8442078088286599,1.6201882154681388,-1.6671722684968515,-0.6772661274938789,-1.4301438201327188,-1.1586317558621508,-0.4267146242374094,-1.1757390269156653,0.5229079436295909,False,True
0.4567383630921426,-0.4427629563587454,0.6453344797279269,-0.23290498730884374,-1.5992532950651595,-0.6968199905678418,-1.084472999988833,-0.5148466580668288,-1.3659913276166304,1.9223717112761403,-0.037958506900466725,1.2394459272278995,-0.3043666586331769,-0.14832956694013888,-0.692356005508394,0.6648526493578852,0.8174226956723324,-0.6778478336553385,0.14808364026704024,-0.9628928506934582,1.1655321650972403,-0.06342406552130314,-0.24252422859013512,0.28093370135376583,0.766702959159832,0.677742586013656,-0.9636779233169592,-0.21012732034192078,0.8486638389320366,False,False
0.7377576541991924,-1.0563827545405307,-0.1212063534374141,-0.41862783559995553,0.8972476810200367,1.4470314729003266,-0.14982415049986464,0.3768659972503934,1.0660607336899717,1.1712411744852487,-1.3858992867615443,0.4723257365638362,0.6102557378295094,1.501272841672661,-0.9292076950085728,0.5068777989350514,-0.5241020446938861,-0.7045270533966467,-0.22025671189996363,-0.5386600864851595,0.8909431867004272,0.018088795731177956,2.1462142615644773,-0.5235210894269162,1.0376170627381338,1.6521415757361118,1.4808117295642962,1.322203807378871,-0.13223863820516113,True,False
-0.05339141196264181,-0.27770541219240386,-0.5150870972732812,0.2040334393754251,-0.5658492864742249,0.36809530130779056,1.8420679492316208,-0.5744155793494988,-0.7136088828669492,-0.4048821903488991,-1.8533249019858153,-0.27240734643503717,-0.36201691127816177,0.7756500230643553,-0.020393546538547594,-0.07133038997849644,1.8220105955203167,-0.6097070502206458,-0.8628479653791278,1.0875982042053953,0.21758118759441208,0.004471102819676727,-1.6377674261735675,-0.4520564747782822,0.3841200674279632,-1.4657847153830357,-0.42515322055898597,-0.739004527784942,0.4209647824270303,False,False
-1.2621641064731037,1.2727961924168887,-1.0907277628668532,-0.4941231027418786,-0.2264104581536865,-0.9443863536757374,0.9539216312384448,1.5388100896437877,1.0867976098673986,0.35136947749701036,-0.48926609090412426,-0.5051079862316145,-0.9078429194284787,-1.5598750641057915,0.8592124704028892,-0.6850539984807936,-0.39897165818750013,-0.8009521610957828,2.363765438900946,-0.7618072679617953,-0.9138525185606892,1.0085694023913452,-0.4326557904895543,-0.34393348414602887,-0.6425288339711392,-1.06828757743666,-0.9853305039695561,0.3587834516894712,0.23714685822868417,False,True
-0.5000261248098726,0.04761771684070671,-0.6276348384531402,-0.19936515546890074,-0.7022467287637096,-0.1841964260509323,0.16913321943451579,-0.39494538351728015,0.21042990335595496,0.7880434414377908,0.2227735298621212,0.699466650415514,-1.0043773857949725,-1.0251230112987548,-0.2576134636201696,1.1437961134828278,1.2526799701282108,-0.8580642882420272,0.16301443281765843,0.15004266388538073,0.11167937706184515,-0.2413411365322616,-0.5632940714799446,-1.050644873079282,0.6915381557207558,0.24389779933219763,-0.9994569553665683,0.44737321768770827,0.517533870134184,False,False
0.4362249535387406,0.2873484448545825,-0.29558629880662485,-0.15027286383087612,-0.3792981303275515,0.13100521369987592,0.1283464773660403,0.21159122058398547,0.6561391938403462,0.09713295246236965,-0.3835273683488667,0.8513573972536942,0.532559602064699,-0.13096441745977683,0.23289067888599913,-0.35139363227243275,-0.35966166189668786,-2.1307389764148144,-1.4339114279247793,0.4748159071602166,0.6408923800522793,0.32932414961278494,0.058112030723136164,1.2237672272123004,0.8800408249883902,0.5206188970714272,-0.2345763026314128,0.1605335680473796,-0.5626537744737644,False,False
-1.1904736811556038,1.2868139200655226,-1.786202873436205,1.2277812198985887,-0.6871452500985709,-1.2641400167619943,1.3706857726250348,-0.6651441344976062,1.0909778028656332,0.7185710612878379,0.3837843295725872,-1.7014396432289438,-2.195556993616038,0.4367198253213995,0.22423337433676221,-1.4955436097779298,0.7012129482581461,-0.14427508507767717,0.40092115487741814,-2.20034246379981,-0.9631849882350466,0.4713131691450919,-0.3543663563478348,-0.7848957152348248,-1.190424917386705,-1.2180671005432895,-1.5280584206623995,-1.1258475784790687,-1.870203756261911,False,True
-1.8895016237875732,0.912631606831236,-1.2797099259602893,1.1649653006623502,-1.1787888007521297,-1.3041541904747653,-0.6853264268172473,1.258907137874031,0.4525830027534528,-1.336837010991844,-0.7551589453423386,-1.346909414844218,-1.7347812803485658,-0.9589534295071512,-0.3308737202106057,-0.9393176560962494,-1.0155955017899707,0.656416594977936,1.0526108156627738,-1.2358270459725045,0.4849777143083998,0.7469940171394474,0.4964483169464641,0.6393287000498632,-0.0666118894900772,-0.33966446281128004,-2.3715632085679523,-0.34949850023701917,-0.04738338707755208,False,True
